s,a,r,sp
23,12,0.0,23
23,12,0.0,23
23,12,0.0,23
23,12,0.0,23
23,12,0.0,23
23,12,0.0,23
23,12,0.0,23
23,12,0.0,23
23,12,0.0,251
251,1,-1.0,751
359,1,0.0,359
359,1,0.0,359
359,1,0.0,681
681,1,0.0,396
396,1,0.0,506
506,10,0.0,506
506,10,0.0,506
506,7,0.0,506
506,7,0.0,506
506,7,0.0,506
506,7,0.0,506
506,7,0.0,506
506,7,0.0,506
506,7,0.0,506
506,6,0.0,506
506,7,0.0,506
506,6,0.0,506
506,7,0.0,506
506,6,0.0,506
506,10,0.0,506
506,6,0.0,506
506,7,0.0,506
506,7,0.0,506
506,7,0.0,506
506,6,0.0,506
506,7,0.0,506
506,6,0.0,506
506,7,0.0,506
506,10,0.0,506
506,7,0.0,506
506,6,0.0,506
506,7,0.0,506
506,6,0.0,506
506,2,0.0,506
506,1,0.0,506
506,2,0.0,506
506,1,0.0,506
506,2,0.0,506
506,1,0.0,506
506,1,0.0,506
506,2,0.0,506
506,2,0.0,506
506,2,0.0,506
506,2,0.0,506
506,1,0.0,506
506,2,0.0,506
506,1,0.0,506
506,2,0.0,506
506,2,0.0,506
506,2,0.0,506
506,2,0.0,506
506,2,0.0,506
506,1,0.0,506
506,2,0.0,598
598,1,-1.0,751
715,1,0.0,715
715,1,0.0,715
715,1,0.0,715
715,1,0.0,715
715,1,0.0,715
715,1,0.0,715
715,1,0.0,715
715,1,0.0,715
715,1,0.0,715
715,1,0.0,715
715,1,0.0,715
715,1,0.0,715
715,1,0.0,715
715,1,0.0,104
104,1,0.0,104
104,1,0.0,104
104,1,0.0,104
104,1,0.0,104
104,1,0.0,104
104,1,0.0,604
604,1,0.0,604
604,1,0.0,604
604,1,0.0,604
604,1,0.0,90
90,11,0.0,570
570,1,0.0,597
597,5,0.0,597
597,5,0.0,449
449,5,0.0,449
449,5,0.0,449
449,5,0.0,309
309,5,0.0,309
309,5,0.0,309
309,5,0.0,309
309,1,0.0,309
309,1,0.0,142
142,1,0.0,725
725,1,0.0,725
725,1,0.0,725
725,1,0.0,725
725,1,0.0,725
725,1,0.0,725
725,1,0.0,725
725,1,0.0,725
725,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,104
104,1,1.0,752
408,1,0.0,408
408,5,0.0,408
408,4,0.0,97
97,4,0.0,97
97,5,0.0,524
524,5,0.0,524
524,5,0.0,524
524,5,0.0,524
524,2,0.0,524
524,5,0.0,524
524,5,0.0,337
337,5,0.0,337
337,2,0.0,337
337,5,0.0,337
337,2,0.0,337
337,2,0.0,337
337,2,0.0,337
337,2,0.0,337
337,2,0.0,337
337,2,0.0,337
337,2,0.0,397
397,1,0.0,397
397,1,0.0,397
397,1,0.0,397
397,2,0.0,397
397,2,0.0,482
482,2,0.0,397
397,2,0.0,77
77,2,0.0,397
397,1,0.0,408
408,5,0.0,656
656,5,0.0,524
524,2,0.0,524
524,22,0.0,524
524,22,0.0,524
524,22,0.0,524
524,17,0.0,524
524,17,0.0,524
524,12,0.0,524
524,12,0.0,524
524,12,0.0,482
482,12,0.0,388
388,12,0.0,388
388,12,0.0,656
656,17,0.0,648
648,17,0.0,656
656,17,0.0,648
648,17,0.0,199
199,17,0.0,337
337,17,0.0,337
337,1,0.0,251
251,1,-1.0,751
587,12,0.0,516
516,12,0.0,516
516,17,0.0,57
57,22,0.0,218
218,22,0.0,218
218,22,0.0,218
218,22,0.0,218
218,22,0.0,218
218,22,0.0,218
218,22,0.0,218
218,25,0.0,218
218,25,0.0,218
218,23,0.0,218
218,23,0.0,218
218,23,0.0,218
218,23,0.0,218
218,23,0.0,218
218,25,0.0,218
218,25,0.0,218
218,25,0.0,218
218,25,0.0,623
623,25,0.0,639
639,25,0.0,218
218,25,0.0,218
218,20,0.0,218
218,20,0.0,218
218,15,0.0,218
218,15,0.0,218
218,15,0.0,218
218,10,0.0,639
639,10,0.0,639
639,10,0.0,639
639,10,0.0,639
639,10,0.0,274
274,10,0.0,274
274,10,0.0,274
274,5,0.0,274
274,5,0.0,274
274,5,0.0,274
274,5,0.0,274
274,5,0.0,274
274,5,0.0,274
274,5,0.0,274
274,5,0.0,274
274,5,0.0,274
274,5,0.0,274
274,5,0.0,274
274,5,0.0,274
274,5,0.0,274
274,5,0.0,274
274,5,0.0,274
274,5,0.0,274
274,5,0.0,274
274,5,0.0,274
274,5,0.0,274
274,5,0.0,274
274,5,0.0,274
274,5,0.0,274
274,5,0.0,274
274,5,0.0,274
274,5,0.0,274
274,5,0.0,274
274,5,0.0,274
274,5,0.0,274
274,5,0.0,274
274,5,0.0,274
274,3,0.0,274
274,3,0.0,274
274,5,0.0,274
274,3,0.0,274
274,2,0.0,668
668,1,1.0,752
601,1,0.0,601
601,1,0.0,602
602,1,0.0,570
570,1,0.0,503
503,5,0.0,49
49,5,0.0,394
394,5,0.0,49
49,5,0.0,672
672,5,0.0,672
672,4,0.0,49
49,5,0.0,49
49,5,0.0,69
69,5,0.0,69
69,5,0.0,672
672,5,0.0,69
69,5,0.0,69
69,5,0.0,69
69,5,0.0,69
69,2,0.0,672
672,5,0.0,672
672,5,0.0,246
246,5,0.0,57
57,5,0.0,57
57,2,0.0,57
57,5,0.0,57
57,5,0.0,57
57,5,0.0,57
57,25,0.0,343
343,25,0.0,343
343,25,0.0,559
559,25,0.0,218
218,22,0.0,218
218,22,0.0,218
218,22,0.0,218
218,22,0.0,726
726,22,0.0,726
726,22,0.0,726
726,17,0.0,726
726,17,0.0,726
726,17,0.0,726
726,17,0.0,726
726,17,0.0,726
726,1,0.0,726
726,17,0.0,726
726,17,0.0,726
726,2,0.0,726
726,2,0.0,726
726,12,0.0,726
726,8,0.0,726
726,8,0.0,689
689,8,0.0,689
689,8,0.0,726
726,2,0.0,726
726,2,0.0,726
726,7,0.0,726
726,7,0.0,726
726,12,0.0,726
726,11,0.0,320
320,6,0.0,726
726,6,0.0,726
726,6,0.0,726
726,11,0.0,726
726,11,0.0,726
726,6,0.0,726
726,6,0.0,726
726,6,0.0,726
726,6,0.0,726
726,6,0.0,37
37,6,0.0,174
174,6,0.0,174
174,6,0.0,726
726,6,0.0,668
668,1,1.0,752
579,5,0.0,579
579,5,0.0,579
579,5,0.0,579
579,5,0.0,579
579,5,0.0,240
240,5,0.0,240
240,2,0.0,240
240,2,0.0,240
240,2,0.0,240
240,2,0.0,240
240,2,0.0,240
240,2,0.0,240
240,5,0.0,240
240,5,0.0,240
240,2,0.0,240
240,2,0.0,240
240,2,0.0,240
240,5,0.0,240
240,25,0.0,240
240,22,0.0,240
240,22,0.0,240
240,21,0.0,738
738,22,0.0,738
738,22,0.0,738
738,22,0.0,738
738,22,0.0,738
738,22,0.0,738
738,22,0.0,738
738,22,0.0,738
738,22,0.0,738
738,22,0.0,738
738,17,0.0,738
738,17,0.0,738
738,17,0.0,738
738,17,0.0,738
738,15,0.0,738
738,15,0.0,105
105,12,0.0,105
105,12,0.0,105
105,22,0.0,105
105,22,0.0,105
105,22,0.0,64
64,22,0.0,64
64,22,0.0,64
64,2,0.0,64
64,2,0.0,64
64,2,0.0,64
64,2,0.0,64
64,2,0.0,64
64,5,0.0,64
64,2,0.0,64
64,2,0.0,64
64,2,0.0,64
64,2,0.0,64
64,2,0.0,64
64,2,0.0,64
64,5,0.0,64
64,5,0.0,64
64,2,0.0,64
64,2,0.0,64
64,2,0.0,64
64,2,0.0,64
64,2,0.0,64
64,2,0.0,64
64,2,0.0,64
64,2,0.0,64
64,2,0.0,64
64,2,0.0,64
64,2,0.0,64
64,2,0.0,64
64,2,0.0,64
64,2,0.0,27
27,1,1.0,752
392,1,0.0,710
710,5,0.0,710
710,1,0.0,611
611,1,0.0,251
251,1,0.0,611
611,1,0.0,611
611,1,0.0,710
710,5,0.0,710
710,5,0.0,251
251,1,0.0,11
11,5,0.0,11
11,2,0.0,660
660,2,0.0,660
660,2,0.0,660
660,5,0.0,660
660,5,0.0,660
660,1,0.0,660
660,1,0.0,112
112,5,0.0,242
242,4,0.0,283
283,4,0.0,139
139,4,0.0,139
139,4,0.0,662
662,24,0.0,662
662,24,0.0,94
94,25,0.0,139
139,25,0.0,139
139,25,0.0,139
139,25,0.0,139
139,25,0.0,139
139,25,0.0,139
139,22,0.0,139
139,25,0.0,139
139,25,0.0,662
662,25,0.0,662
662,21,0.0,662
662,25,0.0,662
662,25,0.0,662
662,21,0.0,662
662,23,0.0,662
662,22,0.0,669
669,21,0.0,662
662,23,0.0,662
662,22,0.0,662
662,22,0.0,662
662,22,0.0,662
662,23,0.0,662
662,18,0.0,662
662,18,0.0,662
662,18,0.0,662
662,18,0.0,662
662,18,0.0,662
662,18,0.0,662
662,1,0.0,662
662,19,0.0,662
662,18,0.0,662
662,18,0.0,662
662,18,0.0,662
662,18,0.0,662
662,16,0.0,662
662,19,0.0,662
662,18,0.0,662
662,18,0.0,112
112,3,0.0,112
112,3,0.0,112
112,3,0.0,511
511,3,0.0,511
511,3,0.0,199
199,1,-1.0,751
611,1,0.0,335
335,1,0.0,335
335,1,0.0,335
335,21,0.0,335
335,22,0.0,40
40,22,0.0,56
56,21,0.0,589
589,23,0.0,589
589,23,0.0,717
717,25,0.0,717
717,25,0.0,717
717,23,0.0,717
717,17,0.0,717
717,20,0.0,438
438,12,0.0,438
438,7,0.0,438
438,8,0.0,438
438,7,0.0,438
438,2,0.0,438
438,2,0.0,438
438,2,0.0,438
438,2,0.0,438
438,2,0.0,438
438,2,0.0,438
438,2,0.0,438
438,2,0.0,438
438,2,0.0,438
438,2,0.0,438
438,2,0.0,438
438,2,0.0,438
438,2,0.0,438
438,2,0.0,438
438,2,0.0,438
438,2,0.0,438
438,2,0.0,438
438,1,0.0,306
306,3,0.0,349
349,3,0.0,349
349,2,0.0,349
349,2,0.0,349
349,2,0.0,349
349,2,0.0,349
349,2,0.0,349
349,2,0.0,349
349,3,0.0,163
163,2,0.0,349
349,2,0.0,349
349,1,0.0,349
349,2,0.0,349
349,2,0.0,349
349,2,0.0,349
349,2,0.0,642
642,2,0.0,642
642,2,0.0,349
349,2,0.0,349
349,2,0.0,349
349,2,0.0,349
349,2,0.0,349
349,2,0.0,349
349,2,0.0,349
349,2,0.0,349
349,2,0.0,349
349,1,0.0,349
349,1,0.0,611
611,1,0.0,611
611,1,0.0,611
611,1,0.0,611
611,1,1.0,752
677,5,0.0,677
677,1,0.0,677
677,1,0.0,677
677,5,0.0,670
670,1,0.0,677
677,3,0.0,677
677,5,0.0,677
677,5,0.0,677
677,5,0.0,677
677,5,0.0,677
677,5,0.0,677
677,5,0.0,677
677,3,0.0,677
677,1,0.0,142
142,2,0.0,142
142,5,0.0,142
142,5,0.0,677
677,4,0.0,142
142,4,0.0,144
144,4,0.0,144
144,4,0.0,677
677,1,0.0,677
677,1,0.0,703
703,1,0.0,679
679,1,0.0,703
703,2,0.0,587
587,7,0.0,130
130,7,0.0,361
361,7,0.0,361
361,7,0.0,361
361,7,0.0,361
361,7,0.0,651
651,7,0.0,651
651,7,0.0,651
651,12,0.0,651
651,12,0.0,727
727,12,0.0,727
727,12,0.0,727
727,7,0.0,727
727,7,0.0,677
677,7,0.0,677
677,7,0.0,333
333,1,0.0,651
651,7,0.0,587
587,12,0.0,651
651,13,0.0,651
651,18,0.0,659
659,23,0.0,659
659,25,0.0,659
659,25,0.0,291
291,24,0.0,291
291,25,0.0,291
291,25,0.0,291
291,25,0.0,291
291,20,0.0,291
291,13,0.0,658
658,12,0.0,727
727,12,0.0,727
727,12,0.0,727
727,15,0.0,507
507,10,0.0,727
727,8,0.0,727
727,15,0.0,727
727,14,0.0,727
727,13,0.0,727
727,13,0.0,727
727,13,0.0,727
727,13,0.0,727
727,13,0.0,727
727,13,0.0,727
727,15,0.0,727
727,14,0.0,251
251,1,1.0,752
36,1,0.0,36
36,1,0.0,36
36,1,0.0,36
36,1,0.0,36
36,1,0.0,36
36,1,0.0,36
36,1,0.0,36
36,6,0.0,161
161,7,0.0,345
345,7,0.0,345
345,7,0.0,345
345,7,0.0,345
345,7,0.0,345
345,7,0.0,345
345,7,0.0,345
345,7,0.0,345
345,7,0.0,345
345,7,0.0,345
345,7,0.0,345
345,7,0.0,345
345,7,0.0,345
345,7,0.0,345
345,7,0.0,345
345,7,0.0,345
345,7,0.0,345
345,7,0.0,345
345,7,0.0,345
345,7,0.0,345
345,7,0.0,345
345,7,0.0,345
345,7,0.0,345
345,2,0.0,345
345,2,0.0,345
345,7,0.0,345
345,7,0.0,345
345,7,0.0,345
345,7,0.0,345
345,7,0.0,345
345,7,0.0,345
345,7,0.0,345
345,7,0.0,345
345,6,0.0,345
345,7,0.0,345
345,8,0.0,345
345,7,0.0,161
161,7,0.0,345
345,7,0.0,330
330,10,0.0,345
345,10,0.0,672
672,10,0.0,672
672,10,0.0,672
672,15,0.0,672
672,12,0.0,243
243,12,0.0,243
243,11,0.0,161
161,12,0.0,161
161,13,0.0,161
161,12,0.0,161
161,12,0.0,161
161,12,0.0,161
161,12,0.0,345
345,17,0.0,345
345,16,0.0,345
345,17,0.0,161
161,17,0.0,161
161,12,0.0,150
150,12,0.0,161
161,12,0.0,161
161,12,0.0,345
345,12,0.0,161
161,12,0.0,345
345,12,0.0,345
345,12,0.0,251
251,1,1.0,752
611,1,0.0,611
611,1,0.0,380
380,1,0.0,457
457,6,0.0,497
497,10,0.0,497
497,7,0.0,748
748,10,0.0,748
748,9,0.0,748
748,10,0.0,658
658,10,0.0,748
748,10,0.0,748
748,10,0.0,748
748,10,0.0,748
748,10,0.0,748
748,10,0.0,748
748,10,0.0,748
748,10,0.0,748
748,10,0.0,748
748,10,0.0,748
748,10,0.0,748
748,10,0.0,748
748,7,0.0,748
748,2,0.0,748
748,5,0.0,497
497,2,0.0,497
497,2,0.0,361
361,2,0.0,590
590,2,0.0,361
361,2,0.0,497
497,2,0.0,748
748,5,0.0,748
748,2,0.0,748
748,2,0.0,748
748,5,0.0,546
546,5,0.0,748
748,2,0.0,748
748,3,0.0,748
748,5,0.0,546
546,3,0.0,546
546,3,0.0,546
546,3,0.0,546
546,3,0.0,546
546,2,0.0,546
546,2,0.0,221
221,2,0.0,221
221,2,0.0,221
221,2,0.0,221
221,2,0.0,221
221,2,0.0,221
221,2,0.0,546
546,2,0.0,546
546,2,0.0,546
546,2,0.0,546
546,2,0.0,363
363,2,0.0,333
333,1,-1.0,751
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,11,0.0,576
576,11,0.0,522
522,16,0.0,522
522,16,0.0,576
576,20,0.0,576
576,20,0.0,576
576,15,0.0,672
672,15,0.0,672
672,15,0.0,672
672,25,0.0,672
672,25,0.0,576
576,1,0.0,576
576,25,0.0,576
576,5,0.0,576
576,5,0.0,576
576,5,0.0,720
720,5,0.0,576
576,1,0.0,519
519,5,0.0,519
519,5,0.0,576
576,1,0.0,576
576,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,522
522,1,0.0,355
355,1,1.0,752
250,1,0.0,244
244,21,0.0,239
239,21,0.0,580
580,21,0.0,580
580,21,0.0,580
580,21,0.0,580
580,21,0.0,580
580,21,0.0,580
580,21,0.0,713
713,21,0.0,580
580,21,0.0,580
580,21,0.0,580
580,21,0.0,580
580,21,0.0,580
580,21,0.0,586
586,21,0.0,420
420,6,0.0,420
420,1,0.0,420
420,1,0.0,420
420,1,0.0,420
420,1,0.0,420
420,1,0.0,420
420,1,0.0,420
420,1,0.0,420
420,1,0.0,420
420,1,0.0,420
420,1,0.0,420
420,1,0.0,420
420,1,0.0,420
420,1,0.0,420
420,1,0.0,234
234,21,0.0,234
234,21,0.0,70
70,1,0.0,234
234,21,0.0,234
234,22,0.0,234
234,21,0.0,234
234,21,0.0,234
234,21,0.0,234
234,6,0.0,234
234,1,0.0,234
234,1,0.0,234
234,1,0.0,234
234,17,0.0,420
420,6,0.0,234
234,16,0.0,234
234,22,0.0,344
344,1,0.0,344
344,1,0.0,344
344,1,0.0,420
420,1,0.0,420
420,1,0.0,420
420,1,0.0,420
420,1,0.0,420
420,1,0.0,420
420,1,0.0,70
70,1,0.0,70
70,1,0.0,420
420,1,0.0,344
344,1,0.0,344
344,1,0.0,292
292,1,0.0,420
420,1,0.0,292
292,1,0.0,292
292,1,0.0,70
70,1,0.0,70
70,1,0.0,70
70,1,0.0,70
70,1,0.0,70
70,1,0.0,344
344,1,0.0,70
70,1,0.0,358
358,1,1.0,752
325,2,0.0,325
325,2,0.0,251
251,2,0.0,306
306,2,0.0,306
306,2,0.0,342
342,2,0.0,91
91,2,0.0,91
91,2,0.0,91
91,2,0.0,284
284,2,0.0,700
700,5,0.0,284
284,23,0.0,126
126,22,0.0,284
284,2,0.0,284
284,2,0.0,102
102,3,0.0,102
102,3,0.0,102
102,3,0.0,700
700,3,0.0,722
722,3,0.0,126
126,24,0.0,239
239,24,0.0,653
653,23,0.0,471
471,23,0.0,557
557,23,0.0,102
102,3,0.0,102
102,3,0.0,533
533,23,0.0,363
363,23,0.0,533
533,3,0.0,533
533,3,0.0,533
533,3,0.0,533
533,3,0.0,533
533,3,0.0,297
297,2,0.0,297
297,2,0.0,297
297,2,0.0,297
297,2,0.0,297
297,2,0.0,533
533,2,0.0,533
533,2,0.0,533
533,3,0.0,297
297,3,0.0,132
132,25,0.0,155
155,22,0.0,155
155,22,0.0,471
471,23,0.0,471
471,24,0.0,471
471,23,0.0,471
471,23,0.0,471
471,22,0.0,471
471,22,0.0,471
471,22,0.0,471
471,22,0.0,376
376,22,0.0,533
533,2,0.0,533
533,2,0.0,533
533,2,0.0,533
533,2,0.0,533
533,2,0.0,533
533,2,0.0,533
533,2,0.0,533
533,2,0.0,543
543,2,0.0,543
543,2,0.0,543
543,2,0.0,543
543,5,0.0,543
543,5,0.0,533
533,2,0.0,533
533,2,0.0,533
533,2,0.0,533
533,2,0.0,251
251,1,-1.0,751
503,1,0.0,503
503,1,0.0,503
503,1,0.0,503
503,1,0.0,503
503,6,0.0,503
503,6,0.0,503
503,9,0.0,503
503,9,0.0,512
512,4,0.0,672
672,4,0.0,512
512,1,0.0,512
512,1,0.0,503
503,1,0.0,503
503,4,0.0,503
503,4,0.0,503
503,4,0.0,672
672,4,0.0,672
672,4,0.0,503
503,1,0.0,503
503,1,0.0,503
503,1,0.0,503
503,1,0.0,503
503,1,0.0,503
503,1,0.0,503
503,1,0.0,503
503,1,0.0,503
503,1,0.0,512
512,1,0.0,486
486,1,0.0,512
512,1,0.0,512
512,1,0.0,553
553,1,0.0,486
486,2,0.0,512
512,2,0.0,512
512,2,0.0,512
512,2,0.0,512
512,2,0.0,512
512,2,0.0,512
512,1,0.0,512
512,1,0.0,553
553,1,0.0,553
553,1,0.0,553
553,1,0.0,553
553,1,0.0,553
553,1,0.0,553
553,1,0.0,553
553,1,0.0,553
553,1,0.0,553
553,1,0.0,553
553,1,0.0,553
553,1,0.0,553
553,1,0.0,553
553,1,0.0,503
503,1,0.0,355
355,1,1.0,752
104,1,0.0,104
104,1,0.0,104
104,1,0.0,104
104,1,0.0,104
104,1,0.0,104
104,1,0.0,104
104,1,0.0,104
104,1,0.0,527
527,22,0.0,411
411,23,0.0,200
200,25,0.0,332
332,25,0.0,332
332,25,0.0,332
332,25,0.0,332
332,25,0.0,332
332,25,0.0,332
332,25,0.0,332
332,25,0.0,332
332,25,0.0,332
332,17,0.0,332
332,17,0.0,730
730,12,0.0,730
730,7,0.0,730
730,7,0.0,730
730,12,0.0,730
730,12,0.0,730
730,12,0.0,730
730,12,0.0,730
730,12,0.0,730
730,12,0.0,730
730,12,0.0,730
730,12,0.0,730
730,12,0.0,730
730,12,0.0,730
730,12,0.0,730
730,12,0.0,730
730,12,0.0,730
730,12,0.0,730
730,12,0.0,730
730,12,0.0,730
730,12,0.0,730
730,12,0.0,730
730,12,0.0,730
730,12,0.0,730
730,10,0.0,730
730,7,0.0,730
730,6,0.0,730
730,6,0.0,730
730,10,0.0,730
730,1,0.0,730
730,1,0.0,730
730,1,0.0,183
183,1,0.0,730
730,5,0.0,730
730,1,0.0,730
730,5,0.0,730
730,10,0.0,730
730,6,0.0,730
730,6,0.0,730
730,7,0.0,730
730,10,0.0,730
730,9,0.0,624
624,8,0.0,624
624,8,0.0,624
624,9,0.0,730
730,6,0.0,730
730,6,0.0,730
730,1,0.0,730
730,1,0.0,730
730,1,0.0,730
730,1,0.0,183
183,1,0.0,104
104,1,1.0,752
1,1,0.0,1
1,1,0.0,1
1,1,0.0,13
13,20,0.0,13
13,22,0.0,118
118,23,0.0,118
118,25,0.0,118
118,23,0.0,384
384,23,0.0,384
384,23,0.0,384
384,23,0.0,384
384,23,0.0,384
384,24,0.0,118
118,24,0.0,118
118,24,0.0,118
118,25,0.0,118
118,24,0.0,118
118,23,0.0,118
118,23,0.0,118
118,23,0.0,118
118,24,0.0,118
118,23,0.0,118
118,23,0.0,118
118,25,0.0,694
694,23,0.0,694
694,23,0.0,694
694,23,0.0,694
694,25,0.0,694
694,23,0.0,694
694,23,0.0,694
694,23,0.0,694
694,23,0.0,694
694,23,0.0,694
694,23,0.0,694
694,23,0.0,118
118,23,0.0,694
694,23,0.0,118
118,23,0.0,694
694,23,0.0,694
694,23,0.0,118
118,23,0.0,118
118,23,0.0,118
118,23,0.0,118
118,23,0.0,118
118,22,0.0,118
118,1,0.0,118
118,1,0.0,532
532,1,0.0,306
306,1,-1.0,751
559,25,0.0,538
538,25,0.0,559
559,22,0.0,559
559,22,0.0,623
623,22,0.0,363
363,22,0.0,494
494,16,0.0,494
494,16,0.0,690
690,1,0.0,494
494,1,0.0,494
494,1,0.0,494
494,1,0.0,494
494,1,0.0,237
237,1,0.0,494
494,1,0.0,494
494,1,0.0,494
494,1,0.0,494
494,1,0.0,494
494,1,0.0,494
494,1,0.0,494
494,1,0.0,494
494,1,0.0,494
494,1,0.0,690
690,1,0.0,494
494,1,0.0,690
690,1,0.0,690
690,1,0.0,690
690,1,0.0,494
494,1,0.0,690
690,1,0.0,690
690,1,0.0,641
641,1,0.0,201
201,1,0.0,641
641,1,0.0,201
201,1,0.0,641
641,1,0.0,641
641,1,0.0,201
201,1,0.0,201
201,1,0.0,641
641,1,0.0,201
201,1,0.0,641
641,1,0.0,201
201,1,0.0,201
201,1,0.0,201
201,1,0.0,641
641,1,0.0,201
201,1,0.0,641
641,1,0.0,647
647,1,0.0,647
647,1,0.0,647
647,1,0.0,641
641,1,0.0,201
201,1,0.0,641
641,1,0.0,641
641,1,0.0,201
201,1,0.0,201
201,1,0.0,641
641,1,0.0,641
641,1,0.0,201
201,1,0.0,647
647,1,0.0,647
647,5,0.0,647
647,1,0.0,647
647,1,0.0,647
647,1,0.0,647
647,2,0.0,647
647,2,0.0,547
547,2,0.0,201
201,2,0.0,201
201,2,0.0,201
201,2,0.0,201
201,2,0.0,668
668,1,1.0,752
97,5,0.0,14
14,15,0.0,14
14,12,0.0,735
735,12,0.0,508
508,12,0.0,508
508,12,0.0,508
508,12,0.0,508
508,12,0.0,508
508,7,0.0,508
508,7,0.0,508
508,7,0.0,508
508,7,0.0,508
508,7,0.0,508
508,13,0.0,508
508,14,0.0,508
508,12,0.0,508
508,12,0.0,508
508,12,0.0,508
508,12,0.0,508
508,12,0.0,508
508,12,0.0,508
508,12,0.0,508
508,12,0.0,508
508,12,0.0,508
508,1,0.0,508
508,12,0.0,508
508,12,0.0,508
508,12,0.0,508
508,12,0.0,508
508,12,0.0,508
508,12,0.0,508
508,12,0.0,508
508,12,0.0,508
508,17,0.0,508
508,17,0.0,508
508,17,0.0,508
508,12,0.0,508
508,12,0.0,508
508,12,0.0,508
508,12,0.0,508
508,12,0.0,508
508,12,0.0,508
508,12,0.0,508
508,12,0.0,508
508,12,0.0,508
508,12,0.0,508
508,12,0.0,508
508,12,0.0,661
661,15,0.0,508
508,12,0.0,685
685,12,0.0,508
508,12,0.0,508
508,12,0.0,508
508,1,0.0,508
508,12,0.0,508
508,22,0.0,508
508,22,0.0,508
508,22,0.0,508
508,22,0.0,508
508,22,0.0,508
508,22,0.0,508
508,17,0.0,508
508,11,0.0,508
508,5,0.0,508
508,2,0.0,508
508,5,0.0,508
508,1,0.0,508
508,1,0.0,508
508,1,0.0,508
508,1,0.0,508
508,1,0.0,508
508,1,0.0,489
489,1,1.0,752
47,1,0.0,47
47,1,0.0,47
47,1,0.0,47
47,1,0.0,47
47,1,0.0,47
47,1,0.0,47
47,1,0.0,47
47,1,0.0,47
47,1,0.0,47
47,1,0.0,47
47,1,0.0,47
47,1,0.0,47
47,1,0.0,47
47,1,0.0,47
47,1,0.0,47
47,1,0.0,47
47,1,0.0,47
47,1,0.0,47
47,1,0.0,47
47,1,0.0,367
367,5,0.0,367
367,5,0.0,367
367,2,0.0,367
367,6,0.0,195
195,11,0.0,195
195,11,0.0,195
195,11,0.0,195
195,11,0.0,195
195,11,0.0,367
367,14,0.0,473
473,12,0.0,473
473,12,0.0,473
473,12,0.0,473
473,12,0.0,473
473,7,0.0,473
473,7,0.0,473
473,7,0.0,473
473,7,0.0,473
473,2,0.0,473
473,1,0.0,473
473,7,0.0,473
473,6,0.0,47
47,6,0.0,158
158,6,0.0,47
47,6,0.0,47
47,7,0.0,195
195,1,0.0,195
195,6,0.0,195
195,6,0.0,195
195,8,0.0,195
195,6,0.0,195
195,7,0.0,195
195,6,0.0,199
199,1,1.0,752
432,7,0.0,667
667,7,0.0,667
667,2,0.0,647
647,1,0.0,226
226,2,0.0,602
602,1,0.0,383
383,2,0.0,602
602,1,0.0,383
383,2,0.0,602
602,1,0.0,602
602,2,0.0,602
602,2,0.0,602
602,2,0.0,726
726,2,0.0,726
726,2,0.0,602
602,1,0.0,602
602,3,0.0,602
602,1,0.0,602
602,2,0.0,602
602,1,0.0,602
602,2,0.0,602
602,2,0.0,602
602,2,0.0,602
602,2,0.0,602
602,2,0.0,602
602,2,0.0,602
602,2,0.0,602
602,2,0.0,602
602,2,0.0,602
602,2,0.0,602
602,2,0.0,602
602,2,0.0,602
602,2,0.0,602
602,1,0.0,602
602,2,0.0,602
602,2,0.0,602
602,1,0.0,602
602,2,0.0,638
638,2,0.0,602
602,2,0.0,602
602,2,0.0,602
602,2,0.0,602
602,2,0.0,602
602,2,0.0,602
602,2,0.0,602
602,2,0.0,602
602,2,0.0,602
602,2,0.0,602
602,2,0.0,602
602,2,0.0,602
602,2,0.0,602
602,2,0.0,602
602,2,0.0,602
602,2,0.0,602
602,2,0.0,602
602,2,0.0,602
602,2,0.0,602
602,1,0.0,602
602,3,0.0,602
602,2,0.0,602
602,1,0.0,602
602,3,0.0,602
602,2,0.0,602
602,2,0.0,602
602,1,0.0,602
602,2,0.0,602
602,2,0.0,602
602,2,0.0,602
602,2,0.0,602
602,2,0.0,602
602,2,0.0,602
602,2,0.0,668
668,1,-1.0,751
666,1,0.0,666
666,1,0.0,245
245,1,0.0,396
396,1,0.0,396
396,1,0.0,396
396,12,0.0,396
396,12,0.0,563
563,9,0.0,563
563,9,0.0,563
563,9,0.0,563
563,9,0.0,563
563,9,0.0,563
563,10,0.0,563
563,10,0.0,563
563,5,0.0,182
182,5,0.0,563
563,5,0.0,563
563,4,0.0,563
563,4,0.0,563
563,4,0.0,563
563,4,0.0,563
563,4,0.0,563
563,4,0.0,563
563,4,0.0,563
563,4,0.0,563
563,4,0.0,563
563,4,0.0,563
